Date,price
2011-04-19,3732.539063
2011-04-20,3794.649414
2011-04-21,3800.968262
2011-04-25,3788.42749
2011-04-26,3774.759033
2011-04-27,3804.817871
2011-04-28,3808.815918
2011-04-29,3819.504639
2011-05-02,3849.1857909999994
2011-05-03,3813.754639
2011-05-04,3814.814697
2011-05-05,3816.1586909999996
2011-05-06,3798.4411619999996
2011-05-09,3785.337646
2011-05-10,3800.407227
2011-05-11,3838.0283200000003
2011-05-12,3808.5969240000004
2011-05-13,3831.907227
2011-05-16,3799.1132810000004
2011-05-18,3840.094971
2011-05-19,3859.695557
2011-05-20,3872.8378909999997
2011-05-23,3778.3420409999994
2011-05-24,3785.830811
2011-05-25,3780.0500490000004
2011-05-26,3814.702637
2011-05-27,3832.3161619999996
2011-05-30,3826.023193
2011-05-31,3836.853271
2011-06-01,3837.647217
2011-06-03,3843.905762
2011-06-06,3834.087158
2011-06-07,3842.8386229999996
2011-06-08,3825.707275
2011-06-09,3806.073975
2011-06-10,3787.5354
2011-06-13,3748.646729
2011-06-14,3773.160889
2011-06-15,3794.138428
2011-06-16,3740.359863
2011-06-17,3721.272705
2011-06-20,3729.011475
2011-06-21,3794.8264159999994
2011-06-22,3821.71875
2011-06-23,3823.5363770000004
2011-06-24,3848.443848
2011-06-27,3813.311768
2011-06-28,3830.1591799999997
2011-06-30,3888.453613
2011-07-01,3926.9814450000003
2011-07-04,3953.399902
2011-07-05,3924.0104979999996
2011-07-06,3908.8400880000004
2011-07-07,3939.355957
2011-07-08,4003.572021
2011-07-11,3995.468262
2011-07-12,3937.897949
2011-07-13,3980.726807
2011-07-14,3997.516357
2011-07-15,4023.0825200000004
2011-07-18,4032.8542479999996
2011-07-19,4023.297607
2011-07-20,4050.5117189999996
2011-07-21,4067.952148
2011-07-22,4106.700195
2011-07-25,4086.9726560000004
2011-07-26,4132.654297
2011-07-27,4173.987793
2011-07-28,4145.704102000001
2011-07-29,4130.677246
2011-08-01,4193.316406
2011-08-02,4177.722168
2011-08-03,4136.384277
2011-08-04,4121.963379
2011-08-05,3921.526611
2011-08-08,3850.1518549999996
2011-08-09,3735.008057
2011-08-10,3863.461182
2011-08-11,3869.25
2011-08-12,3890.4104
2011-08-15,3959.904297
2011-08-16,3953.1599119999996
2011-08-18,4020.874512
2011-08-19,3842.633789
2011-08-22,3839.502197
2011-08-23,3880.3488770000004
2011-08-24,3846.905762
2011-08-25,3844.2626950000003
2011-08-26,3841.616943
2011-09-05,3866.0573729999996
2011-09-06,3889.8554689999996
2011-09-07,4001.3142090000006
2011-09-08,4005.270996
2011-09-09,3998.383301
2011-09-12,3896.003418
2011-09-13,3874.6679689999996
2011-09-14,3798.9243159999996
2011-09-15,3774.2219240000004
2011-09-16,3835.067139
2011-09-19,3754.9404299999997
2011-09-20,3751.998779
2011-09-21,3697.384033
2011-09-22,3369.0432130000004
2011-09-23,3426.244385
2011-09-26,3316.0385739999997
2011-09-27,3473.834961
2011-09-28,3513.061768
2011-09-29,3537.0729979999996
2011-09-30,3548.926514
2011-10-03,3348.608643
2011-10-04,3269.354004
2011-10-05,3293.141357
2011-10-06,3443.0039060000004
2011-10-07,3425.5825200000004
2011-10-10,3450.9814450000003
2011-10-11,3531.648193
2011-10-12,3635.822754
2011-10-13,3675.274902
2011-10-14,3664.571045
2011-10-17,3728.904297
2011-10-18,3621.9194340000004
2011-10-19,3685.196533
2011-10-20,3622.6682130000004
2011-10-21,3620.556396
2011-10-24,3706.672119
2011-10-25,3710.36792
2011-10-26,3738.49585
2011-10-27,3812.890625
2011-10-28,3829.8461909999996
2011-10-31,3790.734375
2011-11-01,3684.9025880000004
2011-11-02,3762.922363
2011-11-03,3705.7001950000003
2011-11-04,3783.515625
2011-11-07,3778.1279299999997
2011-11-08,3805.5349119999996
2011-11-09,3857.248535
2011-11-10,3783.7687990000004
2011-11-11,3778.772949
2011-11-14,3832.9262700000004
2011-11-15,3813.72876
2011-11-16,3813.976807
2011-11-17,3792.140381
2011-11-18,3754.388428
2011-11-21,3679.719727
2011-11-22,3735.421143
2011-11-23,3686.898682
2011-11-24,
2011-11-25,3637.08374
2011-11-28,3646.940918
2011-11-29,3687.659668
2011-11-30,3714.969727
2011-12-01,3780.987061
2011-12-02,3779.7238770000004
2011-12-05,3780.680908
2011-12-06,3752.5625
2011-12-07,3793.1225590000004
2011-12-08,3781.648682
2011-12-09,3759.497314
2011-12-12,3792.0363770000004
2011-12-13,3763.467529
2011-12-14,3751.492676
2011-12-15,3701.430176
2011-12-16,3768.241943
2011-12-19,3770.1750490000004
2011-12-20,3752.226318
2011-12-21,3794.1545409999994
2011-12-22,3795.3305659999996
2011-12-23,3797.038086
2011-12-27,3789.3125
2011-12-28,3769.102051
2011-12-29,3808.658936
2011-12-30,3821.8786619999996
2012-01-02,
2012-01-03,3857.767578
2012-01-04,3907.304932
2012-01-05,3906.147949
2012-01-06,3869.3000490000004
2012-01-09,3888.956543
2012-01-10,3938.725098
2012-01-11,3909.523926
2012-01-12,3909.381104
2012-01-13,3935.209229
2012-01-16,3909.577148
2012-01-17,3954.6376950000003
2012-01-18,3978.0097659999997
2012-01-19,4000.954102
2012-01-20,3986.3964840000003
2012-01-24,3994.4643549999996
2012-01-25,3963.4873049999997
2012-01-26,3983.315918
2012-01-27,3986.291504
2012-01-30,3915.0437009999996
2012-01-31,3941.576172
2012-02-01,3964.858398
2012-02-02,4016.782715
2012-02-03,4015.82959
2012-02-06,3974.669922
2012-02-07,3955.334473
2012-02-08,3988.5805659999996
2012-02-09,3978.8698729999996
2012-02-10,3912.2771
2012-02-13,3961.7844240000004
2012-02-14,3952.699707
2012-02-15,3952.9277340000003
2012-02-16,3927.491455
2012-02-17,3976.423828
2012-02-20,
2012-02-21,4002.8320310000004
2012-02-22,3994.905273
2012-02-23,3958.6914060000004
2012-02-24,3894.446533
2012-02-27,3860.901611
2012-02-28,3903.440918
2012-02-29,3985.091797
2012-03-01,3962.1682130000004
2012-03-02,4004.749023
2012-03-05,3984.7788090000004
2012-03-06,3966.9582520000004
2012-03-07,3942.399902
2012-03-08,3967.5512700000004
2012-03-09,3991.4255369999996
2012-03-12,3987.227539
2012-03-13,4008.523193
2012-03-14,4054.2055659999996
2012-03-15,4039.860107
2012-03-16,4028.417725
2012-03-19,4024.613525
2012-03-20,4022.0485840000006
2012-03-21,4036.114014
2012-03-22,4041.4392090000006
2012-03-26,4031.585205
2012-03-27,4079.262939
2012-03-28,4090.4514159999994
2012-03-29,4105.04541
2012-03-30,4121.428223
2012-04-02,4165.948242
2012-04-03,4215.318848
2012-04-04,4133.913574
2012-04-05,4166.250488000001
2012-04-09,4153.943359000001
2012-04-10,4149.675781
2012-04-11,4129.890625
2012-04-12,4139.41748
2012-04-13,4159.15332
2012-04-16,4146.458008
2012-04-17,4157.241699
2012-04-18,4166.113281
2012-04-19,4163.592285
2012-04-20,4181.244140999999
2012-04-23,4155.367676
2012-04-24,4170.229004
2012-04-25,4163.519531
2012-04-26,4180.182129
2012-04-27,4163.857422
2012-04-30,4180.60791
2012-05-01,4195.859375
2012-05-02,4219.169922
2012-05-03,4223.87793
2012-05-04,4216.556152
2012-05-07,4158.738281
2012-05-08,4180.949219
2012-05-09,4128.9375
2012-05-10,4133.508301
2012-05-11,4114.018066
2012-05-14,4052.946533
2012-05-15,4045.523926
2012-05-16,3980.3779299999997
2012-05-21,3939.990967
2012-05-22,4020.9807130000004
2012-05-23,3981.459717
2012-05-24,3984.7548829999996
2012-05-25,3902.39209
2012-05-28,3918.568604
2012-05-29,3918.948486
2012-05-30,3917.799561
2012-05-31,3832.710205
2012-06-01,3799.6533200000003
2012-06-04,3654.473389
2012-06-05,3717.765625
2012-06-06,3841.2170409999994
2012-06-07,3840.4819340000004
2012-06-08,3825.2143549999996
2012-06-11,3866.0981450000004
2012-06-12,3852.4636229999996
2012-06-13,3860.346436
2012-06-14,3791.505371
2012-06-15,3817.9956049999996
2012-06-18,3860.040527
2012-06-19,3880.7006840000004
2012-06-20,3943.779785
2012-06-21,3901.672119
2012-06-22,3889.407471
2012-06-25,3857.4746090000003
2012-06-26,3881.2856450000004
2012-06-27,3934.750244
2012-06-28,3887.459473
2012-06-29,3955.459473
2012-07-02,3991.421631
2012-07-03,4049.772705
2012-07-04,4075.795898
2012-07-05,4069.7150880000004
2012-07-06,4055.07666
2012-07-09,3984.9267579999996
2012-07-10,4009.559082
2012-07-11,4019.013672
2012-07-12,3984.001953
2012-07-13,4019.553711
2012-07-16,4047.344971
2012-07-17,4080.551025
2012-07-18,4081.5139159999994
2012-07-19,4096.074219
2012-07-20,4081.0798340000006
2012-07-23,4009.674072
2012-07-24,3991.994629
2012-07-25,4000.7204590000006
2012-07-26,4004.656982
2012-07-27,4084.0908200000003
2012-07-30,4098.999511999999
2012-07-31,4142.213867
2012-08-01,4130.342285
2012-08-02,4092.990479
2012-08-03,4099.691406
2012-08-06,4105.377441
2012-08-07,4085.4589840000003
2012-08-08,4090.587402
2012-08-09,4131.047363000001
2012-08-10,4141.440918
2012-08-13,4102.408203
2012-08-14,4121.433594
2012-08-15,4141.862793
2012-08-16,4160.384277
2012-08-23,4162.535645
2012-08-24,4145.275879
2012-08-27,4145.754883
2012-08-28,4142.725098
2012-08-29,4093.04834
2012-08-30,4025.4636229999996
2012-08-31,4060.210449
2012-09-03,4117.825684
2012-09-04,4105.131348
2012-09-05,4075.230957
2012-09-06,4102.735352000001
2012-09-07,4143.556152
2012-09-10,4160.536621
2012-09-11,4155.232422
2012-09-12,4173.973145
2012-09-13,4170.515136999999
2012-09-14,4256.871582
2012-09-17,4255.157227000001
2012-09-18,4223.769043
2012-09-19,4244.584961
2012-09-20,4217.391113000001
2012-09-21,4244.495117
2012-09-24,4200.789063
2012-09-25,4226.76123
2012-09-26,4180.039063
2012-09-27,4224.898926
2012-09-28,4262.43457
2012-10-01,4236.166992
2012-10-02,4256.712890999999
2012-10-03,4251.385254
2012-10-04,4271.333984000001
2012-10-05,4311.186035
2012-10-08,4268.10791
2012-10-09,4280.123047
2012-10-10,4279.882813
2012-10-11,4284.839844
2012-10-12,4311.263184
2012-10-15,4313.394043
2012-10-16,4328.947754
2012-10-17,4337.397461
2012-10-18,4356.836426
2012-10-19,4331.125488000001
2012-10-22,4341.248047
2012-10-23,4330.016602000001
2012-10-24,4335.246582
2012-10-25,4339.024414
2012-10-29,4331.236816
2012-10-30,4364.46875
2012-10-31,4350.161621
2012-11-01,4335.233397999999
2012-11-02,4338.763672
2012-11-05,4302.811035
2012-11-06,4314.137207
2012-11-07,4350.294434
2012-11-08,4327.739746
2012-11-09,4333.511719
2012-11-12,4318.462402
2012-11-13,4331.955566
2012-11-14,4351.154785
2012-11-19,4313.311035
2012-11-20,4312.238281
2012-11-21,4317.148438
2012-11-22,4335.79834
2012-11-23,4348.678711
2012-11-26,4375.039063
2012-11-27,4337.380371
2012-11-28,4304.695313
2012-11-29,4318.95752
2012-11-30,4276.01416
2012-12-03,4302.316406
2012-12-04,4269.524902
2012-12-05,4286.712402
2012-12-06,4292.477539
2012-12-07,4290.668457
2012-12-10,4302.481445
2012-12-11,4317.789551
2012-12-12,4337.399414
2012-12-13,4320.060547
2012-12-14,4308.734863000001
2012-12-17,4315.728515999999
2012-12-18,4301.308594
2012-12-19,4275.731934
2012-12-20,4254.689941
2012-12-21,4250.087890999999
2012-12-26,4274.967285
2012-12-27,4281.733886999999
2012-12-28,4316.558594
2013-01-02,4346.345703
2013-01-03,4399.127441
2013-01-04,4409.88916
2013-01-07,4392.248535
2013-01-08,
2013-01-09,4362.798828
2013-01-10,4317.236816
2013-01-11,4305.78418
2013-01-14,4382.367676
2013-01-15,4400.693848
2013-01-16,4410.833008
2013-01-17,4398.252441
2013-01-18,4465.351074
2013-01-21,4439.842285
2013-01-22,4416.416504
2013-01-23,4418.595703
2013-01-25,4437.466309
2013-01-28,4416.805664
2013-01-29,4438.897949
2013-01-30,4452.843261999999
2013-01-31,4453.570801
2013-02-01,4481.500977000001
2013-02-04,4490.432129
2013-02-05,4479.308105
2013-02-06,4498.842285
2013-02-07,4503.01416
2013-02-08,4491.133301
2013-02-11,4503.113281
2013-02-12,4548.108397999999
2013-02-13,4571.432129
2013-02-14,
2013-02-15,4609.648926
2013-02-18,4611.912598
2013-02-19,4626.853027
2013-02-20,4634.313965
2013-02-21,4632.266602000001
2013-02-22,4650.984863000001
2013-02-25,4695.967285
2013-02-26,4662.892578
2013-02-27,4716.274902
2013-02-28,4795.646484000001
2013-03-01,4811.470215
2013-03-04,
2013-03-05,4751.560547
2013-03-06,4824.537109000001
2013-03-07,4848.155761999999
