Date,value
2009-06-26,2.8825184389282867
2009-06-29,2.8119134008661173
2009-06-30,2.740284647470736
2009-07-01,2.6676652304433555
2009-07-02,2.59408854194331
2009-07-03,2.5195882995179075
2009-07-06,2.444198530930863
2009-07-07,2.367953558896029
2009-07-09,2.2908879857231823
2009-07-10,2.2130366778826134
2009-07-13,2.1344347504952785
2009-07-14,2.0551175517553513
2009-07-15,1.9751206472919387
2009-07-16,1.89447980447679
2009-07-17,1.813230976684826
2009-07-21,1.7314102875142976
2009-07-22,1.6490540149734145
2009-07-23,1.5661985756402397
2009-07-24,1.4828805088026944
2009-07-27,1.3991364605854648
2009-07-28,1.315003168070606
2009-07-29,1.2305174434186315
2009-07-30,1.1457161579968467
2009-07-31,1.0606362265216769
2009-08-03,0.9753145912217249
2009-08-04,0.8897882060282047
2009-08-05,0.8040940207994959
2009-08-06,0.718268965586396
2009-08-07,0.632349934944701
2009-08-10,0.5463737723016787
2009-08-11,0.4603772543829572
2009-08-12,0.37439707570633
2009-08-13,0.28846983314889146
2009-08-14,0.20263201059393277
2009-08-18,0.11691996366391758
2009-08-19,0.03136990454584029
2009-08-20,-0.053982113084797
2009-08-21,-0.13910020903520823
2009-08-24,-0.2239486914556293
2009-08-25,-0.30849207158263736
2009-08-26,-0.3926950783595174
2009-08-27,-0.47652267292771305
2009-08-28,-0.5599400629835343
2009-08-31,-0.642912716994324
2009-09-01,-0.7254063782683765
2009-09-02,-0.8073870788729782
2009-09-03,-0.8888211533949915
2009-09-04,-0.9696752525385621
2009-09-07,-1.049916356554488
2009-09-08,-1.1295117884959955
2009-09-09,-1.2084292272956803
2009-09-10,-1.2866367206584928
2009-09-11,-1.3641026977657174
2009-09-14,-1.4407959817850151
2009-09-15,-1.5166858021816547
2009-09-16,-1.5917418068262144
2009-09-17,-1.6659340738940513
2009-09-24,-1.739233123552025
2009-09-25,-1.811609929427993
2009-09-28,-1.8830359298587398
2009-09-29,-1.9534830389120983
2009-09-30,-2.022923657179103
2009-10-01,-2.0913306823321838
2009-10-02,-2.158677519445432
2009-10-05,-2.2249380910731693
2009-10-06,-2.2900868470830966
2009-10-07,-2.3540987742404558
2009-10-08,-2.41694940553972
2009-10-09,-2.478614829280479
2009-10-12,-2.5390716978842622
2009-10-13,-2.5982972364492056
2009-10-14,-2.656269251039545
2009-10-15,-2.712966136707073
2009-10-16,-2.7683668852417944
2009-10-19,-2.822451092649154
2009-10-20,-2.875198966351322
2009-10-21,-2.926591332110147
2009-10-22,-2.9766096406695297
2009-10-23,-3.0252359741150556
2009-10-26,-3.0724530519489006
2009-10-27,-3.118244236878106
2009-10-28,-3.1625935403144734
2009-10-29,-3.2054856275844523
2009-10-30,-3.2469058228475043
2009-11-02,-3.286840113721575
2009-11-03,-3.3252751556144413
2009-11-04,-3.362198275759784
2009-11-05,-3.3975974769570247
2009-11-06,-3.4314614410140463
2009-11-09,-3.4637795318920794
2009-11-10,-3.4945417985521336
2009-11-11,-3.5237389775025196
2009-11-12,-3.551362495047086
2009-11-13,-3.577404469233992
2009-11-16,-3.6018577115048838
2009-11-17,-3.624715728044538
2009-11-18,-3.6459727208311388
2009-11-19,-3.6656235883874615
2009-11-20,-3.683663926233396
2009-11-23,-3.7000900270403636
2009-11-24,-3.7148988804882683
2009-11-25,-3.7280881728258146
2009-11-26,-3.7396562861350846
2009-11-30,-3.7496022973014314
2009-12-01,-3.757925976689856
2009-12-02,-3.7646277865291506
2009-12-03,-3.76970887900523
2009-12-04,-3.773171094065161
2009-12-07,-3.775016956933575
2009-12-08,-3.7752496753431912
2009-12-09,-3.773873136481375
2009-12-10,-3.7708919036547073
2009-12-11,-3.766311212673698
2009-12-14,-3.7601369679598697
2009-12-15,-3.7523757383775576
2009-12-16,-3.7430347527928816
2009-12-17,-3.7321218953624586
2009-12-21,-3.7196457005545325
2009-12-22,-3.705615347905292
2009-12-23,-3.6900406565132866
2009-12-28,-3.6729320792749167
2009-12-29,-3.654300696864094
2009-12-30,-3.634158211459289
2010-01-04,-3.6125169402212336
2010-01-05,-3.5893898085247002
2010-01-06,-3.5647903429478314
2010-01-07,-3.538732664022622
2010-01-08,-3.511231478750218
2010-01-11,-3.4823020728848078
2010-01-12,-3.451960302989975
2010-01-13,-3.420222588271444
2010-01-14,-3.387105902190267
2010-01-15,-3.3526277638605517
2010-01-18,-3.31680622923595
2010-01-19,-3.279659882089153
2010-01-20,-3.2412078247887877
2010-01-21,-3.2014696688781106
2010-01-22,-3.1604655254600234
2010-01-25,-3.118215995392979
2010-01-26,-3.0747421593024216
2010-01-27,-3.0300655674124806
2010-01-28,-2.9842082292026855
2010-01-29,-2.937192602894546
2010-02-01,-2.889041584772902
2010-02-02,-2.839778498346996
2010-02-03,-2.789427083356279
2010-02-04,-2.738011484626036
2010-02-05,-2.685556240777922
2010-02-08,-2.6320862728006214
2010-02-09,-2.57762687248578
2010-02-10,-2.5222036907345498
2010-02-11,-2.465842725739984
2010-02-12,-2.4085703110506596
2010-02-15,-2.350413103520896
2010-02-16,-2.291398071152984
2010-02-17,-2.2315524808368763
2010-02-18,-2.170903885992817
2010-02-19,-2.109480114122408
2010-02-22,-2.047309254273658
2010-02-23,-1.9844196444255524
2010-02-24,-1.9208398587977265
2010-02-25,-1.856598695090836
2010-03-01,-1.7917251616632244
2010-03-02,-1.7262484646495384
2010-03-03,-1.6601979950268533
2010-03-04,-1.5936033156340426
2010-03-05,-1.5264941481499719
2010-03-08,-1.4589003600361907
2010-03-09,-1.390851951449769
2010-03-10,-1.3223790421319377
2010-03-11,-1.2535118582781646
2010-03-12,-1.1842807193953224
2010-03-15,-1.11471602515157
2010-03-17,-1.0448482422245722
2010-03-18,-0.974707891153667
2010-03-19,-0.9043255332015733
2010-03-22,-0.8337317572312104
2010-03-23,-0.7629571666031839
2010-03-24,-0.6920323660994896
2010-03-25,-0.6209879488788929
2010-03-26,-0.5498544834695268
2010-03-29,-0.4786625008041163
2010-03-30,-0.4074424813032599
2010-03-31,-0.33622484201215763
2010-04-01,-0.26503992379613
2010-04-05,-0.1939179786002402
2010-04-06,-0.12288915677829063
2010-04-07,-0.05198349449641994
2010-04-08,0.01876909878351407
2010-04-09,0.08933885273563155
2010-04-12,0.15969614851171873
2010-04-13,0.22981153098787133
2010-04-14,0.2996557209111123
2010-04-15,0.3691996269410375
2010-04-16,0.43841435758166203
2010-04-19,0.5072712329985958
2010-04-20,0.5757417967168386
2010-04-21,0.6437978271944899
2010-04-22,0.71141134926775
2010-04-23,0.7785546454626527
2010-04-26,0.8452002671690412
2010-04-27,0.9113210456723632
2010-04-28,0.9768901030389411
2010-04-29,1.0418808628504315
2010-04-30,1.1062670607832843
2010-05-03,1.1700227550290674
2010-05-04,1.233122336551614
2010-05-05,1.2955405391770294
2010-05-06,1.3572524495126395
2010-05-07,1.4182335166911564
2010-05-10,1.478459561936234
2010-05-11,1.53790678794586
2010-05-12,1.5965517880900038
2010-05-14,1.654371555419064
2010-05-17,1.7113434914797472
2010-05-18,1.7674454149350938
2010-05-19,1.8226555699854663
2010-05-20,1.8769526345873973
2010-05-21,1.930315728467303
2010-05-24,1.982724420927145
2010-05-25,2.034158738439236
2010-05-26,2.0845991720274704
2010-05-27,2.1340266844323668
2010-05-31,2.1824227170573853
2010-06-01,2.229769196694142
2010-06-02,2.2760485420241467
2010-06-03,2.3212436698948924
2010-06-04,2.365338001368144
2010-06-07,2.408315467538449
2010-06-08,2.450160515119916
2010-06-09,2.490858111799494
2010-06-10,2.5303937513550165
2010-06-11,2.568753458536433
2010-06-14,2.605923793708716
2010-06-15,2.6418918572550725
2010-06-16,2.6766452937391527
2010-06-17,2.710172295825105
2010-06-18,2.742461607954378
2010-06-21,2.7735025297783253
2010-06-22,2.8032849193457476
2010-06-23,2.831799196044609
2010-06-24,2.859036343297297
2010-06-25,2.8849879110088748
2010-06-28,2.9096460177679067
2010-06-29,2.933003352799508
2010-06-30,2.9550531776704276
2010-07-01,2.975789327746022
2010-07-02,2.9952062133991366
2010-07-05,3.0132988209709746
2010-07-06,3.030062713484168
2010-07-07,3.045494031108352
2010-07-08,3.0595894913786603
2010-07-09,3.072346389167661
2010-07-12,3.0837625964113418
2010-07-13,3.093836561589893
2010-07-14,3.1025673089640846
2010-07-15,3.109954437568194
2010-07-16,3.1159981199605005
2010-07-19,3.12069910073248
2010-07-20,3.124058694777936
2010-07-21,3.126078785323394
2010-07-22,3.1267618217211863
2010-07-23,3.126110817006763
2010-07-26,3.1241293452218364
2010-07-27,3.120821538505105
2010-07-28,3.1161920839523374
2010-07-29,3.1102462202477494
2010-07-30,3.102989734068667
2010-08-02,3.0944289562655687
2010-08-03,3.0845707578196784
2010-08-04,3.0734225455804043
2010-08-05,3.060992257784963
2010-08-06,3.047288359362647
2010-08-09,3.0323198370262645
2010-08-10,3.0160961941533713
2010-08-11,2.998627445459995
2010-08-12,2.97992411146963
2010-08-13,2.9599972127803786
2010-08-16,2.9388582641331586
2010-08-18,2.916519268284018
2010-08-19,2.8929927096836368
2010-08-20,2.868291547967197
2010-08-23,2.8424292112578544
2010-08-24,2.815419589287128
2010-08-25,2.7872770263356053
2010-08-26,2.758016313997381
2010-08-27,2.727652683771788
2010-08-30,2.6962017994859826
2010-08-31,2.66367974955203
2010-09-01,2.630103039062207
2010-09-02,2.595488581726281
2010-09-03,2.559853691654604
2010-09-06,2.523216074990887
2010-09-07,2.485593821398606
2010-09-15,2.447005395405027
2010-09-16,2.4074696276068765
2010-09-17,2.3670057057417693
2010-09-20,2.3256331656295113
2010-09-21,2.283371881987462
2010-09-22,2.240242059124207
2010-09-23,2.1962642215157455
2010-09-24,2.1514592042685736
2010-09-27,2.1058481434739567
2010-09-28,2.0594524664577887
2010-09-29,2.012293881930439
2010-09-30,1.9643943700410509
2010-10-01,1.9157761723407438
2010-10-04,1.8664617816592357
2010-10-05,1.8164739318994119
2010-10-06,1.7658355877543825
2010-10-07,1.7145699343516125
2010-10-08,1.6627003668287128
2010-10-11,1.6102504798455008
2010-10-12,1.5572440570369634
2010-10-13,1.5037050604117528
2010-10-14,1.4496576197008797
2010-10-15,1.3951260216612547
2010-10-18,1.3401346993387535
2010-10-19,1.2847082212954792
2010-10-20,1.228871280805898
2010-10-21,1.1726486850265376
2010-10-22,1.1160653441439143
2010-10-25,1.0591462605053839
2010-10-26,1.001916517737572
2010-10-27,0.9444012698570697
2010-10-28,0.8866257303780358
2010-10-29,0.8286151614213701
2010-11-01,0.7703948628300838
2010-11-02,0.7119901612954904
2010-11-03,0.6534263994988514
2010-11-04,0.5947289252729921
2010-11-05,0.5359230807885558
2010-11-08,0.4770341917693671
2010-11-09,0.41808755674146014
2010-11-10,0.3591084363202634
2010-11-11,0.30012204254041164
2010-11-12,0.241153528232627
2010-11-15,0.1822279764520785
2010-11-16,0.12337038996259866
2010-11-18,0.06460568078109949
2010-11-19,0.005958659786494079
2010-11-22,-0.05254597360260715
2010-11-23,-0.11088364167719755
2010-11-24,-0.1690298986099856
2010-11-25,-0.22696044054617273
2010-11-26,-0.2846511156087987
2010-11-29,-0.3420779338146027
2010-11-30,-0.3992170768963956
2010-12-01,-0.45604490802798847
2010-12-02,-0.5125379814477763
2010-12-03,-0.5686730519771229
2010-12-06,-0.6244270844297559
2010-12-08,-0.6797772629084274
2010-12-09,-0.7347009999851585
2010-12-10,-0.7891759457614471
2010-12-13,-0.8431799968048688
2010-12-14,-0.8966913049585741
2010-12-15,-0.9496882860202376
2010-12-16,-1.002149628287092
2010-12-17,-1.0540543009637062
2010-12-20,-1.1053815624293353
2010-12-21,-1.1561109683615711
2010-12-22,-1.2062223797132616
2010-12-23,-1.2556959705396291
2010-12-27,-1.304512235672631
2010-12-28,-1.3526519982396663
2010-12-29,-1.400096417023816
2010-12-30,-1.4468269936628615
2011-01-03,-1.4928255796844239
2011-01-04,-1.5380743833746242
2011-01-05,-1.5825559764777473
2011-01-06,-1.62625330072448
2011-01-07,-1.6691496741863594
2011-01-10,-1.7112287974541533
2011-01-11,-1.7524747596379788
2011-01-12,-1.792872044187038
2011-01-13,-1.8324055345269414
2011-01-14,-1.8710605195126635
2011-01-17,-1.908822698695268
2011-01-18,-1.9456781874006097
2011-01-19,-1.9816135216183284
2011-01-20,-2.0166156626994898
2011-01-21,-2.0506720018614004
2011-01-24,-2.0837703644980894
2011-01-25,-2.1158990142951377
2011-01-26,-2.147046657147587
2011-01-27,-2.17720244487972
2011-01-28,-2.206355978765647
2011-01-31,-2.234497312849667
2011-02-01,-2.2616169570654963
2011-02-02,-2.287705880153526
2011-02-04,-2.312755512375371
2011-02-07,-2.3367577480250468
2011-02-08,-2.359704947736212
2011-02-09,-2.3815899405849996
2011-02-10,-2.4024060259880327
2011-02-11,-2.4221469753953464
2011-02-14,-2.4408070337779706
2011-02-16,-2.458380920910077
2011-02-17,-2.47486383244563
2011-02-18,-2.4902514407896015
2011-02-21,-2.5045398957638807
2011-02-22,-2.5177258250681103
2011-02-23,-2.5298063345357478
2011-02-24,-2.5407790081857566
2011-02-25,-2.550641908070413
2011-02-28,-2.5593935739197855
2011-03-01,-2.5670330225835567
2011-03-02,-2.5735597472709104
2011-03-03,-2.578973716589318
2011-03-04,-2.583275373383125
2011-03-07,-2.5864656333729306
2011-03-08,-2.588545883596832
2011-03-09,-2.589517980654684
2011-03-10,-2.5893842487566108
2011-03-11,-2.588147477577087
2011-03-14,-2.5858109199159824
2011-03-15,-2.58237828916804
2011-03-16,-2.5778537566023427
2011-03-17,-2.5722419484533994
2011-03-18,-2.56554794282555
2011-03-21,-2.5577772664124763
2011-03-22,-2.5489358910336604
2011-03-23,-2.5390302299897454
2011-03-24,-2.528067134238761
2011-03-25,-2.516053888395326
2011-03-28,-2.5029982065549383
2011-03-29,-2.4889082279455796
2011-03-30,-2.4737925124089157
2011-03-31,-2.4576600357134284
2011-04-01,-2.440520184701902
2011-04-04,-2.422382752275735
2011-04-05,-2.4032579322186196
2011-04-06,-2.3831563138621936
2011-04-07,-2.3620888765963253
2011-04-08,-2.340066984226755
2011-04-11,-2.3171023791828746
2011-04-12,-2.2932071765784863
2011-04-13,-2.2683938581284324
2011-04-14,-2.242675265924042
2011-04-15,-2.2160645960704035
2011-04-18,-2.1885753921885005
2011-04-19,-2.1602215387853505
2011-04-20,-2.131017254495225
2011-04-21,-2.100977085195242
2011-04-25,-2.0701158969985007
2011-04-26,-2.03844886912809
2011-04-27,-2.0059914866752746
2011-04-28,-1.9727595332452486
2011-04-29,-1.9387690834938647
2011-05-02,-1.9040364955587774
2011-05-03,-1.8685784033885038
2011-05-04,-1.8324117089729077
2011-05-05,-1.795553574478673
2011-05-06,-1.7580214142933412
2011-05-09,-1.7198328869815396
2011-05-10,-1.6810058871570384
2011-05-11,-1.6415585372743082
2011-05-12,-1.601509179343279
2011-05-13,-1.5608763665710164
2011-05-16,-1.519678854934058
2011-05-18,-1.4779355946851758
2011-05-19,-1.43566572179834
2011-05-20,-1.392888549355689
2011-05-23,-1.3496235588803134
2011-05-24,-1.305890391618683
2011-05-25,-1.2617088397765583
2011-05-26,-1.2170988377122307
2011-05-27,-1.1720804530909577
2011-05-30,-1.1266738780044465
2011-05-31,-1.080899420059269
2011-06-01,-1.0347774934380691
2011-06-03,-0.9883286099374679
2011-06-06,-0.941573369986479
2011-06-07,-0.8945324536493928
2011-06-08,-0.8472266116169412
2011-06-09,-0.7996766561896325
2011-06-10,-0.7519034522571149
2011-06-13,-0.7039279082774248
2011-06-14,-0.6557709672599602
2011-06-15,-0.6074535977560132
2011-06-16,-0.5589967848606852
2011-06-17,-0.5104215212299857
2011-06-20,-0.4617487981169095
2011-06-21,-0.4129995964302618
2011-06-22,-0.364194877819987
2011-06-23,-0.3153555757927335
2011-06-24,-0.2665025868613654
2011-06-27,-0.21765676173210882
2011-06-28,-0.16883889653299522
2011-06-30,-0.12006972408723711
2011-07-01,-0.07136990523514376
2011-07-04,-0.022760020208154656
2011-07-05,0.02573943994146241
2011-07-06,0.07410808185173397
2011-07-07,0.12232561829944417
2011-07-08,0.17037187658249353
2011-07-11,0.21822680683274417
2011-07-12,0.2658704902559819
2011-07-13,0.3132831472956635
2011-07-14,0.360445145717159
2011-07-15,0.40733700860924493
2011-07-18,0.4539394222996187
2011-07-19,0.5002332441813351
2011-07-20,0.5461995104469682
2011-07-21,0.5918194437274933
2011-07-22,0.6370744606328423
2011-07-25,0.6819461791911703
2011-07-26,0.72641642618391
2011-07-27,0.7704672443737489
2011-07-28,0.8140808996227104
2011-07-29,0.8572398878975822
2011-08-01,0.8999269421599807
2011-08-02,0.9421250391384023
2011-08-03,0.9838174059796695
2011-08-04,1.0249875267772306
2011-08-05,1.0656191489738418
2011-08-08,1.1056962896362084
2011-08-09,1.1452032415992315
2011-08-10,1.1841245794775617
2011-08-11,1.2224451655422293
2011-08-12,1.2601501554601748
2011-08-15,1.2972250038945812
2011-08-16,1.3336554699639545
2011-08-18,1.3694276225579884
2011-08-19,1.4045278455082901
2011-08-22,1.4389428426121293
2011-08-23,1.4726596425074325
2011-08-24,1.5056656033973084
2011-08-25,1.5379484176224707
2011-08-26,1.5694961160799765
2011-09-05,1.600297072486791
2011-09-06,1.6303400074867083
2011-09-07,1.6596139925993465
2011-09-08,1.6881084540098183
2011-09-09,1.715813176197937
2011-09-12,1.742718305405772
2011-09-13,1.7688143529424871
2011-09-14,1.7940921983254505
2011-09-15,1.8185430922566843
2011-09-16,1.8421586594337922
2011-09-19,1.8649309011945778
2011-09-20,1.8868521979946353
2011-09-21,1.9079153117172707
2011-09-22,1.9281133878151826
2011-09-23,1.9474399572834111
2011-09-26,1.9658889384631206
2011-09-27,1.9834546386758756
2011-09-28,2.000131755688129
2011-09-29,2.015915379005714
2011-09-30,2.030800990998219
2011-10-03,2.044784467853168
2011-10-04,2.057862080360048
2011-10-05,2.0700304945242385
2011-10-06,2.0812867720110275
2011-10-07,2.0916283704199308
2011-10-10,2.1010531433896205
2011-10-11,2.1095593405338384
2011-10-12,2.117145607208737
2011-10-13,2.1238109841121626
2011-10-14,2.129554906715473
2011-10-17,2.134377204528537
2011-10-18,2.138278100198645
2011-10-19,2.1412582084441336
2011-10-20,2.143318534823564
2011-10-21,2.1444604743414164
2011-10-24,2.1446858098912696
2011-10-25,2.1439967105375497
2011-10-26,2.14239572963697
2011-10-27,2.1398858028008627
2011-10-28,2.1364702456996625
2011-10-31,2.1321527517108647
2011-11-01,2.126937389411854
2011-11-02,2.12082859991905
2011-11-03,2.1138311940748804
2011-11-04,2.1059503494841683
2011-11-07,2.0971916074015566
2011-11-08,2.0875608694716647
2011-11-09,2.0770643943237426
2011-11-10,2.065708794022616
2011-11-11,2.053501030377804
2011-11-14,2.040448411112727
2011-11-15,2.0265585858959745
2011-11-16,2.0118395422366864
2011-11-17,1.996299601246107
2011-11-18,1.9799474132674701
2011-11-21,1.9627919533763865
2011-11-22,1.9448425167539811
2011-11-23,1.9261087139350648
2011-11-25,1.9066004659336688
2011-11-28,1.8863279992483284
2011-11-29,1.8653018407495343
2011-11-30,1.8435328124518366
2011-12-01,1.821032026173085
2011-12-02,1.7978108780833943
2011-12-05,1.773881043146408
2011-12-06,1.7492544694554992
2011-12-07,1.723943372467587
2011-12-08,1.6979602291372737
2011-12-09,1.6713177719540493
2011-12-12,1.644028982885345
2011-12-13,1.616107087228249
2011-12-14,1.587565547372731
2011-12-15,1.558418056479247
2011-12-16,1.5286785320736365
2011-12-19,1.4983611095622429
2011-12-20,1.467480135670216
2011-12-21,1.436050161805983
2011-12-22,1.4040859373549037
2011-12-23,1.371602402905131
2011-12-27,1.3386146834087431
2011-12-28,1.3051380812812121
2011-12-29,1.2711880694423079
2011-12-30,1.2367802843015445
2012-01-03,1.2019305186912945
2012-01-04,1.1666547147507138
2012-01-05,1.1309689567636323
2012-01-06,1.094889463953567
2012-01-09,1.058432583239048
2012-01-10,1.021614781952431
2012-01-11,0.984452640525393
2012-01-12,0.9469628451443074
2012-01-13,0.909162180378722
2012-01-16,0.8710675217860981
2012-01-17,0.8326958284960873
2012-01-18,0.794064135777503
2012-01-19,0.7551895475912237
2012-01-20,0.7160892291322258
2012-01-24,0.6767803993639547
2012-01-25,0.6372803235482343
2012-01-26,0.5976063057739047
2012-01-27,0.5577756814873831
2012-01-30,0.5178058100283164
2012-01-31,0.4777140671735017
2012-02-01,0.4375178376922254
2012-02-02,0.39723450791616965
2012-02-03,0.3568814583270123
2012-02-06,0.3164760561648381
2012-02-07,0.27603564806045744
2012-02-08,0.23557755269471423
2012-02-09,0.19511905348784328
2012-02-10,0.1546773913219191
2012-02-13,0.11426975729941392
2012-02-14,0.07391328554086325
2012-02-15,0.033625046024609605
2012-02-16,-0.006577962528427418
2012-02-17,-0.04667881972203447
2012-02-21,-0.08666069050114823
2012-02-22,-0.1265068321145954
2012-02-23,-0.16620060102129477
2012-02-24,-0.20572545973711795
2012-02-27,-0.2450649836196419
2012-02-28,-0.284202867588035
2012-02-29,-0.3231229327754234
2012-03-01,-0.3618091331110045
2012-03-02,-0.4002455618293243
2012-03-05,-0.4384164579041071
2012-03-06,-0.47630621240408405
2012-03-07,-0.5138993747683064
2012-03-08,-0.5511806589984671
2012-03-09,-0.5881349497657985
2012-03-12,-0.6247473084301542
2012-03-13,-0.6610029789689271
2012-03-14,-0.6968873938135007
2012-03-15,-0.7323861795909755
2012-03-16,-0.7674851627689561
2012-03-19,-0.8021703752012349
2012-03-20,-0.8364280595722553
2012-03-21,-0.8702446747382804
2012-03-22,-0.9036069009632517
2012-03-26,-0.9365016450473624
2012-03-27,-0.9689160453464288
2012-03-28,-1.0008374766801886
2012-03-29,-1.0322535551277088
2012-03-30,-1.063152142708141
2012-04-02,-1.0935213519451108
2012-04-03,-1.1233495503130846
2012-04-04,-1.1526253645641122
2012-04-05,-1.181337684933392
2012-04-09,-1.2094756692221769
2012-04-10,-1.2370287467565682
2012-04-11,-1.2639866222208354
2012-04-12,-1.2903392793639281
2012-04-13,-1.3160769845778941
2012-04-16,-1.3411902903470658
2012-04-17,-1.3656700385667637
2012-04-18,-1.3895073637305047
2012-04-19,-1.4126936959846494
2012-04-20,-1.4352207640495156
2012-04-23,-1.4570805980060535
2012-04-24,-1.4782655319472144
2012-04-25,-1.4987682064932275
2012-04-26,-1.5185815711700468
2012-04-27,-1.537698886650288
2012-04-30,-1.5561137268560479
2012-05-01,-1.5738199809230455
2012-05-02,-1.5908118550255947
2012-05-03,-1.6070838740619684
2012-05-04,-1.6226308831997929
2012-05-07,-1.6374480492811463
2012-05-08,-1.6515308620871174
2012-05-09,-1.6648751354616316
2012-05-10,-1.6774770082944102
2012-05-11,-1.689332945362998
2012-05-14,-1.7004397380338414
2012-05-15,-1.710794504822473
2012-05-16,-1.720394691812909
2012-05-21,-1.729238072936426
2012-05-22,-1.7373227501099548
2012-05-23,-1.744647153234369
2012-05-24,-1.7512100400530193
2012-05-25,-1.7570104958709227
2012-05-28,-1.7620479331350658
2012-05-29,-1.7663220908763417
2012-05-30,-1.7698330340137165
2012-05-31,-1.772581152521234
2012-06-01,-1.7745671604585824
2012-06-04,-1.7757920948659511
2012-06-05,-1.7762573145239964
2012-06-06,-1.7759644985797736
2012-06-07,-1.7749156450395491
2012-06-08,-1.773113069129473
2012-06-11,-1.7705594015251256
2012-06-12,-1.767257586451024
2012-06-13,-1.763210879651221
2012-06-14,-1.7584228462321678
2012-06-15,-1.752897358379097
2012-06-18,-1.7466385929471875
2012-06-19,-1.7396510289288611
2012-06-20,-1.7319394447986003
2012-06-21,-1.7235089157367003
2012-06-22,-1.7143648107334666
2012-06-25,-1.7045127895753631
2012-06-26,-1.6939587997146974
2012-06-27,-1.682709073024467
2012-06-28,-1.670770122440023
2012-06-29,-1.6581487384892775
2012-07-02,-1.6448519857131916
2012-07-03,-1.6308871989783524
2012-07-04,-1.6162619796834732
2012-07-05,-1.6009841918616923
2012-07-06,-1.5850619581805974
2012-07-09,-1.5685036558419205
2012-07-10,-1.5513179123829106
2012-07-11,-1.5335136013814068
2012-07-12,-1.5150998380666865
2012-07-13,-1.4960859748381876
2012-07-16,-1.4764815966942464
2012-07-17,-1.45629651657301
